"";"Species";"Ter";"Fos";"Aqu";"Arb";"Dir";"Lar";"Viv";"Litter_size_max_n"
"396";"Cornufer_gilliardi";1;NA;1;NA;1;0;0;NA
"397";"Cornufer_guppyi";1;NA;1;1;1;0;0;NA
"398";"Cornufer_latro";1;NA;1;NA;1;0;0;NA
"399";"Cornufer_macrops";1;NA;1;NA;1;0;0;NA
"400";"Cornufer_macrosceles";NA;NA;1;1;1;0;0;NA
"401";"Cornufer_magnus";1;NA;1;NA;1;0;0;NA
"402";"Cornufer_malukuna";1;NA;1;NA;1;0;0;NA
"403";"Cornufer_mamusiorum";1;NA;NA;1;1;0;0;NA
"404";"Cornufer_manus";NA;NA;NA;NA;NA;NA;NA;NA
"405";"Cornufer_mediodiscus";1;NA;1;NA;1;0;0;NA
"406";"Cornufer_mimicus";1;NA;NA;1;1;0;0;NA
"407";"Cornufer_minutus";1;NA;1;NA;1;0;0;NA
"408";"Cornufer_montanus";1;NA;1;1;1;0;0;NA
"409";"Cornufer_myersi";1;NA;1;NA;1;0;0;NA
"410";"Cornufer_nakanaiorum";NA;NA;NA;1;1;0;0;NA
"411";"Cornufer_neckeri";1;NA;NA;1;1;0;0;NA
"412";"Cornufer_nexipus";1;NA;1;NA;1;0;0;NA
"413";"Cornufer_opisthodon";1;NA;1;1;1;0;0;NA
"414";"Cornufer_papuensis";1;NA;1;NA;1;0;0;NA
"415";"Cornufer_parilis";NA;NA;NA;1;NA;NA;NA;NA
"416";"Cornufer_parkeri";1;NA;1;NA;1;0;0;NA
"417";"Cornufer_pelewensis";1;NA;1;NA;1;0;0;NA
"418";"Cornufer_punctatus";1;NA;NA;NA;1;0;0;NA
"419";"Cornufer_schmidti";1;NA;1;1;1;0;0;NA
"420";"Cornufer_solomonis";1;NA;1;NA;1;0;0;NA
"421";"Cornufer_sulcatus";1;NA;1;NA;1;0;0;NA
"422";"Cornufer_trossulus";1;NA;1;NA;1;0;0;NA
"423";"Cornufer_vertebralis";1;NA;1;1;1;0;0;NA
"424";"Cornufer_vitianus";1;NA;NA;1;1;0;0;50
"425";"Cornufer_vitiensis";1;NA;NA;1;1;0;0;40
"426";"Cornufer_vogti";1;NA;1;1;1;0;0;NA
"427";"Cornufer_weberi";1;NA;1;NA;1;0;0;NA
"428";"Cornufer_wolfi";1;NA;1;1;1;0;0;NA
"429";"Cornufer_wuenscheorum";1;NA;1;NA;1;0;0;NA
"430";"Craugastor_bransfordii";1;NA;1;NA;1;0;0;10
"431";"Craugastor_crassidigitus";1;NA;1;NA;1;0;0;45
"432";"Craugastor_fitzingeri";1;NA;NA;1;1;0;0;92
"433";"Craugastor_longirostris";1;NA;1;NA;1;0;0;NA
"434";"Craugastor_megacephalus";1;1;NA;NA;1;0;0;NA
"435";"Craugastor_noblei";1;NA;1;NA;1;0;0;NA
"436";"Craugastor_rugosus";1;NA;1;NA;1;0;0;NA
"437";"Craugastor_stejnegerianus";1;NA;1;NA;1;0;0;NA
"438";"Craugastor_talamancae";1;NA;NA;1;1;0;0;NA
"439";"Craugastor_taurus";1;NA;1;1;1;0;0;NA
"440";"Crinia_bilingua";1;NA;1;NA;0;1;0;NA
"441";"Crinia_georgiana";1;NA;1;NA;0;1;0;300
"442";"Crinia_glauerti";1;NA;1;NA;0;1;0;70
"443";"Crinia_insignifera";1;NA;1;NA;0;1;0;270
"444";"Crinia_nimbus";1;NA;1;NA;1;0;0;14
"445";"Crinia_parinsignifera";1;NA;1;NA;0;1;0;NA
"446";"Crinia_pseudinsignifera";1;NA;1;NA;0;1;0;207
"447";"Crinia_remota";1;NA;1;NA;0;1;0;NA
"448";"Crinia_signifera";1;NA;1;NA;0;1;0;150
"449";"Crinia_tasmaniensis";1;NA;1;NA;0;1;0;NA
"450";"Crinia_tinnula";1;NA;1;NA;0;1;0;120
"451";"Crossodactylus_aeneus";1;NA;1;1;0;1;0;127
"452";"Crossodactylus_gaudichaudii";1;NA;1;NA;0;1;0;144
"453";"Ctenophryne_aterrima";1;1;1;NA;0;1;0;75
"454";"Cycloramphus_boraceiensis";1;NA;1;NA;0;1;0;129
"455";"Cycloramphus_faustoi";1;NA;NA;NA;0;1;0;31
"456";"Cycloramphus_fuliginosus";1;NA;1;NA;0;1;0;NA
"457";"Dendrobates_auratus";1;NA;1;NA;0;1;0;13
"458";"Dendrobates_leucomelas";1;NA;1;1;0;1;0;8
"459";"Dendrophryniscus_brevipollicatus";1;NA;1;NA;0;1;0;65
"460";"Dendropsophus_anceps";1;NA;1;NA;0;1;0;NA
"461";"Dendropsophus_berthalutzae";1;NA;1;NA;0;1;0;70
"462";"Dendropsophus_bipunctatus";1;NA;1;1;0;1;0;NA
"463";"Dendropsophus_branneri";1;NA;1;1;0;1;0;NA
"464";"Dendropsophus_decipiens";1;NA;1;1;0;1;0;NA
"465";"Dendropsophus_ebraccatus";1;NA;1;1;0;1;0;296
"466";"Dendropsophus_elegans";1;NA;NA;1;0;1;0;411
"467";"Dendropsophus_haddadi";1;NA;1;NA;0;1;0;45
"468";"Dendropsophus_microcephalus";1;NA;1;1;0;1;0;385
"469";"Dendropsophus_microps";1;NA;1;1;0;1;0;150
"470";"Dendropsophus_minusculus";1;NA;NA;1;0;1;0;300
"471";"Dendropsophus_minutus";1;NA;NA;1;0;1;0;424
"472";"Dendropsophus_phlebodes";1;NA;1;NA;0;1;0;NA
"473";"Dendropsophus_seniculus";1;NA;NA;1;0;1;0;NA
"474";"Diasporus_diastema";NA;NA;NA;1;1;0;0;18
"475";"Diasporus_gularis";1;NA;NA;1;1;0;0;NA
"476";"Diasporus_vocator";1;NA;NA;1;1;0;0;5
"477";"Didynamipus_sjostedti";1;NA;1;NA;NA;NA;NA;NA
"478";"Discoglossus_montalentii";1;1;1;NA;0;1;0;1000
"479";"Discoglossus_pictus";1;1;1;NA;0;1;0;1500
"480";"Discoglossus_sardus";1;1;1;NA;0;1;0;1000
"481";"Dryophytes_andersonii";1;NA;NA;1;0;1;0;1000
"482";"Dryophytes_avivoca";1;NA;1;1;0;1;0;800
"483";"Dryophytes_chrysoscelis";1;NA;NA;1;0;1;0;4500
"484";"Dryophytes_cinereus";1;NA;NA;1;0;1;0;2900
"485";"Dryophytes_femoralis";1;NA;NA;1;0;1;0;2000
"486";"Dryophytes_gratiosus";1;1;NA;1;0;1;0;4034
"487";"Dryophytes_japonicus";1;NA;1;1;0;1;0;1500
"488";"Dryophytes_squirellus";1;NA;NA;1;0;1;0;2000
"489";"Dryophytes_versicolor";1;NA;NA;1;0;1;0;2600
"490";"Duttaphrynus_atukoralei";NA;NA;NA;NA;NA;NA;NA;NA
"491";"Duttaphrynus_dhufarensis";NA;NA;NA;NA;NA;NA;NA;NA
"492";"Duttaphrynus_kotagamai";NA;NA;NA;NA;NA;NA;NA;NA
"493";"Duttaphrynus_melanostictus";1;NA;NA;NA;0;1;0;NA
"494";"Duttaphrynus_noellerti";1;NA;NA;NA;0;1;0;NA
"495";"Duttaphrynus_scaber";NA;NA;NA;NA;NA;NA;NA;NA
"496";"Duttaphrynus_stomaticus";1;NA;NA;NA;NA;NA;NA;NA
"497";"Duttaphrynus_sumatranus";1;NA;1;NA;NA;NA;NA;NA
"498";"Duttaphrynus_totol";NA;NA;NA;NA;NA;NA;NA;NA
"499";"Duttaphrynus_valhallae";NA;NA;NA;NA;NA;NA;NA;NA
"500";"Dyscophus_antongilii";1;NA;1;NA;0;1;0;1250
"501";"Dyscophus_guineti";1;NA;1;NA;0;1;0;NA
"502";"Dyscophus_insularis";1;1;1;NA;0;1;0;NA
"503";"Elachistocleis_ovalis";1;NA;1;NA;0;1;0;695
"504";"Elachistocleis_surinamensis";1;NA;1;NA;0;1;0;NA
"505";"Eleutherodactylus_abbotti";1;NA;1;NA;1;0;0;NA
"506";"Eleutherodactylus_acmonis";1;NA;NA;1;1;0;0;NA
"507";"Eleutherodactylus_adelus";1;NA;NA;NA;1;0;0;4
"508";"Eleutherodactylus_albipes";1;NA;NA;NA;1;0;0;NA
"509";"Eleutherodactylus_alcoae";1;NA;NA;NA;1;0;0;NA
"510";"Eleutherodactylus_alticola";1;NA;NA;NA;1;0;0;41
"511";"Eleutherodactylus_amadeus";1;NA;NA;1;1;0;0;19
"512";"Eleutherodactylus_amplinympha";NA;NA;NA;1;1;0;0;32
"513";"Eleutherodactylus_andrewsi";1;NA;1;NA;1;0;0;NA
"514";"Eleutherodactylus_antillensis";1;NA;1;1;1;0;0;42
"515";"Eleutherodactylus_apostates";1;NA;1;NA;1;0;0;NA
"516";"Eleutherodactylus_armstrongi";1;NA;NA;1;1;0;0;49
"517";"Eleutherodactylus_atkinsi";1;NA;1;NA;1;0;0;NA
"518";"Eleutherodactylus_audanti";1;NA;1;NA;1;0;0;NA
"519";"Eleutherodactylus_auriculatoides";1;NA;NA;1;1;0;0;NA
"520";"Eleutherodactylus_auriculatus";1;NA;NA;1;1;0;0;36
"521";"Eleutherodactylus_bakeri";1;NA;NA;1;1;0;0;NA
"522";"Eleutherodactylus_barlagnei";NA;1;1;NA;1;0;0;NA
"523";"Eleutherodactylus_bartonsmithi";1;NA;NA;1;1;0;0;NA
"524";"Eleutherodactylus_blairhedgesi";1;NA;1;NA;1;0;0;NA
"525";"Eleutherodactylus_bresslerae";1;NA;1;NA;1;0;0;NA
"526";"Eleutherodactylus_brevirostris";1;NA;1;NA;1;0;0;NA
"527";"Eleutherodactylus_brittoni";1;NA;1;NA;1;0;0;NA
"528";"Eleutherodactylus_caribe";1;NA;1;1;1;0;0;NA
"529";"Eleutherodactylus_casparii";1;NA;1;NA;1;0;0;NA
"530";"Eleutherodactylus_cavernicola";1;1;1;NA;1;0;0;NA
"531";"Eleutherodactylus_chlorophenax";1;NA;1;NA;1;0;0;NA
"532";"Eleutherodactylus_cochranae";1;NA;NA;1;1;0;0;NA
"533";"Eleutherodactylus_cooki";1;NA;1;NA;1;0;0;29
"534";"Eleutherodactylus_coqui";1;NA;NA;1;1;0;0;41
"535";"Eleutherodactylus_corona";1;NA;NA;1;1;0;0;3
"536";"Eleutherodactylus_counouspeus";1;NA;1;NA;1;0;0;NA
"537";"Eleutherodactylus_cubanus";1;NA;1;NA;1;0;0;1
"538";"Eleutherodactylus_cundalli";1;1;1;NA;1;0;0;76
"539";"Eleutherodactylus_cuneatus";1;NA;1;1;1;0;0;43
"540";"Eleutherodactylus_darlingtoni";1;NA;1;NA;1;0;0;NA
"541";"Eleutherodactylus_dimidiatus";1;NA;1;NA;1;0;0;NA
"542";"Eleutherodactylus_diplasius";NA;NA;NA;NA;NA;NA;NA;NA
"543";"Eleutherodactylus_dolomedes";1;NA;NA;1;1;0;0;NA
"544";"Eleutherodactylus_eileenae";1;NA;1;1;1;0;0;NA
"545";"Eleutherodactylus_emiliae";1;NA;1;NA;1;0;0;NA
"546";"Eleutherodactylus_eneidae";1;NA;1;1;1;0;0;NA
"547";"Eleutherodactylus_etheridgei";1;NA;1;NA;1;0;0;NA
"548";"Eleutherodactylus_eunaster";1;NA;NA;1;1;0;0;NA
"549";"Eleutherodactylus_flavescens";1;NA;1;1;1;0;0;NA
"550";"Eleutherodactylus_fowleri";1;NA;NA;1;1;0;0;12
"551";"Eleutherodactylus_furcyensis";1;NA;1;NA;1;0;0;NA
"552";"Eleutherodactylus_fuscus";1;NA;1;NA;1;0;0;NA
"553";"Eleutherodactylus_glamyrus";1;NA;NA;1;1;0;0;11
"554";"Eleutherodactylus_glandulifer";1;NA;1;NA;1;0;0;NA
"555";"Eleutherodactylus_glanduliferoides";1;NA;1;NA;1;0;0;NA
"556";"Eleutherodactylus_glaphycompus";1;NA;1;NA;1;0;0;NA
"557";"Eleutherodactylus_glaucoreius";1;NA;1;NA;1;0;0;NA
"558";"Eleutherodactylus_goini";1;NA;1;NA;1;0;0;NA
"559";"Eleutherodactylus_gossei";1;NA;1;NA;1;0;0;NA
"560";"Eleutherodactylus_grabhami";1;NA;NA;1;1;0;0;NA
"561";"Eleutherodactylus_grahami";1;NA;1;NA;1;0;0;NA
"562";"Eleutherodactylus_greyi";1;NA;1;NA;1;0;0;NA
"563";"Eleutherodactylus_griphus";1;NA;1;1;1;0;0;NA
"564";"Eleutherodactylus_gryllus";1;NA;1;1;1;0;0;NA
"565";"Eleutherodactylus_guanahacabibes";1;NA;1;NA;1;0;0;11
"566";"Eleutherodactylus_guantanamera";1;NA;NA;1;1;0;0;13
"567";"Eleutherodactylus_gundlachi";1;NA;1;NA;1;0;0;NA
"568";"Eleutherodactylus_haitianus";1;NA;NA;NA;1;0;0;NA
"569";"Eleutherodactylus_hedricki";NA;NA;1;1;1;0;0;32
"570";"Eleutherodactylus_heminota";1;NA;1;1;1;0;0;NA
"571";"Eleutherodactylus_hypostenor";1;1;1;NA;1;0;0;NA
"572";"Eleutherodactylus_iberia";1;NA;1;NA;1;0;0;1
"573";"Eleutherodactylus_inoptatus";1;NA;1;1;1;0;0;NA
"574";"Eleutherodactylus_intermedius";1;NA;1;NA;1;0;0;NA
"575";"Eleutherodactylus_ionthus";1;NA;NA;1;1;0;0;NA
"576";"Eleutherodactylus_jamaicensis";1;NA;NA;1;1;0;0;28
"577";"Eleutherodactylus_jasperi";1;NA;1;1;0;0;1;5
"578";"Eleutherodactylus_jaumei";1;NA;1;NA;1;0;0;2
"579";"Eleutherodactylus_johnstonei";1;NA;NA;1;1;0;0;30
"580";"Eleutherodactylus_juanariveroi";NA;NA;NA;1;NA;NA;NA;5
"581";"Eleutherodactylus_jugans";1;NA;1;NA;1;0;0;NA
"582";"Eleutherodactylus_junori";1;NA;1;NA;1;0;0;NA
"583";"Eleutherodactylus_karlschmidti";1;NA;1;1;1;0;0;NA
"584";"Eleutherodactylus_klinikowskii";1;NA;1;NA;1;0;0;NA
"585";"Eleutherodactylus_lamprotes";1;NA;NA;1;1;0;0;NA
"586";"Eleutherodactylus_leberi";1;NA;1;1;1;0;0;27
"587";"Eleutherodactylus_lentus";1;NA;1;NA;1;0;0;NA
"588";"Eleutherodactylus_leoncei";1;NA;1;NA;1;0;0;NA
"589";"Eleutherodactylus_limbatus";1;NA;1;NA;1;0;0;1
"590";"Eleutherodactylus_locustus";1;NA;1;1;1;0;0;NA
"591";"Eleutherodactylus_lucioi";1;NA;1;NA;1;0;0;NA
"592";"Eleutherodactylus_luteolus";1;NA;1;NA;1;0;0;NA
"593";"Eleutherodactylus_maestrensis";1;NA;NA;NA;1;0;0;NA
"594";"Eleutherodactylus_mariposa";1;NA;NA;1;1;0;0;NA
"595";"Eleutherodactylus_martinicensis";1;NA;1;1;1;0;0;NA
"596";"Eleutherodactylus_melacara";1;NA;NA;1;1;0;0;5
"597";"Eleutherodactylus_michaelschmidi";1;NA;NA;NA;1;0;0;NA
"598";"Eleutherodactylus_minutus";1;NA;1;NA;1;0;0;NA
"599";"Eleutherodactylus_monensis";1;NA;1;NA;1;0;0;28
"600";"Eleutherodactylus_montanus";1;NA;NA;1;1;0;0;NA
"601";"Eleutherodactylus_nortoni";1;NA;1;1;1;0;0;NA
"602";"Eleutherodactylus_notidodes";NA;NA;NA;NA;NA;NA;NA;NA
"603";"Eleutherodactylus_nubicola";1;NA;1;NA;1;0;0;53
"604";"Eleutherodactylus_orcutti";1;NA;1;1;1;0;0;NA
"605";"Eleutherodactylus_orientalis";1;NA;1;NA;1;0;0;1
"606";"Eleutherodactylus_oxyrhyncus";1;NA;1;NA;1;0;0;NA
"607";"Eleutherodactylus_pallidus";1;NA;1;NA;1;0;0;NA
"608";"Eleutherodactylus_pantoni";1;NA;1;NA;1;0;0;104
"609";"Eleutherodactylus_parabates";1;NA;1;1;1;0;0;NA
"610";"Eleutherodactylus_paralius";NA;NA;NA;NA;NA;NA;NA;NA
"611";"Eleutherodactylus_parapelates";NA;1;NA;NA;1;0;0;NA
"612";"Eleutherodactylus_patriciae";1;NA;1;NA;1;0;0;NA
"613";"Eleutherodactylus_paulsoni";1;NA;1;NA;1;0;0;NA
"614";"Eleutherodactylus_pentasyringos";1;NA;1;NA;1;0;0;NA
"615";"Eleutherodactylus_pezopetrus";1;NA;1;NA;1;0;0;NA
"616";"Eleutherodactylus_pictissimus";1;NA;1;NA;1;0;0;NA
"617";"Eleutherodactylus_pinarensis";1;NA;1;NA;1;0;0;NA
"618";"Eleutherodactylus_pinchoni";1;NA;1;NA;1;0;0;NA
"619";"Eleutherodactylus_pituinus";1;NA;1;NA;1;0;0;NA
"620";"Eleutherodactylus_planirostris";1;NA;1;1;1;0;0;26
"621";"Eleutherodactylus_poolei";1;NA;1;NA;1;0;0;NA
"622";"Eleutherodactylus_portoricensis";NA;NA;NA;1;1;0;0;27
"623";"Eleutherodactylus_principalis";1;NA;NA;1;1;0;0;NA
"624";"Eleutherodactylus_probolaeus";1;NA;1;1;1;0;0;NA
"625";"Eleutherodactylus_rhodesi";1;NA;NA;NA;1;0;0;NA
"626";"Eleutherodactylus_richmondi";1;NA;1;NA;1;0;0;NA
"627";"Eleutherodactylus_ricordii";1;NA;1;NA;1;0;0;25
"628";"Eleutherodactylus_riparius";1;NA;1;1;1;0;0;NA
"629";"Eleutherodactylus_rivularis";1;NA;1;1;1;0;0;42
"630";"Eleutherodactylus_rogersi";NA;NA;NA;NA;NA;NA;NA;NA
"631";"Eleutherodactylus_ronaldi";1;NA;1;1;1;0;0;NA
"632";"Eleutherodactylus_rufifemoralis";1;NA;1;NA;1;0;0;NA
"633";"Eleutherodactylus_ruthae";1;1;1;NA;1;0;0;NA
"634";"Eleutherodactylus_schmidti";1;NA;1;1;1;0;0;NA
"635";"Eleutherodactylus_schwartzi";1;NA;1;NA;1;0;0;NA
"636";"Eleutherodactylus_sciagraphus";1;NA;1;NA;1;0;0;NA
"637";"Eleutherodactylus_semipalmatus";1;1;1;NA;1;0;0;NA
"638";"Eleutherodactylus_simulans";1;NA;1;1;1;0;0;NA
"639";"Eleutherodactylus_sisyphodemus";1;NA;1;NA;1;0;0;10
"640";"Eleutherodactylus_sommeri";1;NA;NA;1;NA;NA;NA;NA
"641";"Eleutherodactylus_symingtoni";1;NA;1;NA;1;0;0;NA
"642";"Eleutherodactylus_tetajulia";1;NA;1;NA;1;0;0;6
"643";"Eleutherodactylus_thomasi";1;NA;1;NA;1;0;0;NA
"644";"Eleutherodactylus_thorectes";1;NA;NA;1;1;0;0;3
"645";"Eleutherodactylus_toa";1;NA;1;NA;1;0;0;NA
"646";"Eleutherodactylus_tonyi";1;NA;1;NA;1;0;0;NA
"647";"Eleutherodactylus_turquinensis";1;NA;1;NA;1;0;0;24
"648";"Eleutherodactylus_unicolor";1;1;1;NA;1;0;0;NA
"649";"Eleutherodactylus_varians";1;NA;NA;1;1;0;0;NA
"650";"Eleutherodactylus_varleyi";1;NA;1;NA;1;0;0;4
"651";"Eleutherodactylus_ventrilineatus";1;NA;1;NA;1;0;0;NA
"652";"Eleutherodactylus_warreni";1;NA;1;NA;1;0;0;NA
"653";"Eleutherodactylus_weinlandi";1;NA;1;NA;1;0;0;NA
"654";"Eleutherodactylus_wetmorei";1;NA;NA;1;1;0;0;NA
"655";"Eleutherodactylus_wightmanae";1;NA;1;NA;1;0;0;30
"656";"Eleutherodactylus_zeus";1;NA;1;NA;1;0;0;NA
"657";"Eleutherodactylus_zugi";1;NA;1;NA;1;0;0;NA
"658";"Engystomops_pustulatus";1;NA;1;NA;0;1;0;NA
"659";"Engystomops_pustulosus";1;1;1;NA;0;1;0;330
"660";"Epidalea_calamita";1;NA;NA;NA;0;1;0;4000
"661";"Epipedobates_boulengeri";1;NA;1;NA;0;1;0;29
"662";"Espadarana_callistomma";NA;NA;NA;1;NA;NA;NA;NA
"663";"Espadarana_prosoblepon";1;NA;1;1;NA;NA;NA;112
"664";"Euphlyctis_cyanophlyctis";1;1;1;NA;0;1;0;844
"665";"Euphlyctis_ehrenbergii";1;1;1;NA;0;1;0;NA
"666";"Euphlyctis_hexadactylus";NA;NA;1;NA;0;1;0;2000
"667";"Eupsophus_calcaratus";1;NA;1;NA;0;1;0;NA
"668";"Eupsophus_emiliopugini";1;NA;1;NA;0;1;0;NA
"669";"Eupsophus_insularis";1;NA;1;NA;0;1;0;NA
"670";"Feihyla_kajau";1;NA;NA;1;0;1;0;NA
"671";"Fejervarya_cancrivora";1;NA;1;1;0;1;0;1187
"672";"Fejervarya_iskandari";1;NA;1;1;0;1;0;NA
"673";"Fejervarya_limnocharis";1;NA;1;1;0;1;0;1561
"674";"Fejervarya_moodiei";NA;NA;1;NA;0;1;0;NA
"675";"Fejervarya_sakishimensis";1;NA;1;NA;NA;NA;NA;3800
"676";"Fejervarya_verruculosa";1;NA;1;1;0;1;0;NA
"677";"Fejervarya_vittigera";1;NA;1;1;0;1;0;NA
"678";"Flectonotus_fitzgeraldi";1;NA;NA;1;0;1;0;6
"679";"Frostius_pernambucensis";1;NA;NA;1;0;1;0;NA
"680";"Gastrophryne_carolinensis";1;1;1;NA;0;1;0;850
"681";"Gastrophryne_olivacea";1;1;1;NA;0;1;0;622
"682";"Gastrophrynoides_borneensis";1;NA;1;NA;NA;NA;NA;NA
"683";"Gastrotheca_cornuta";1;NA;NA;1;1;0;0;15
"684";"Gastrotheca_fissipes";1;NA;1;1;1;0;0;16
"685";"Gastrotheca_microdiscus";1;NA;NA;1;1;0;0;NA
"686";"Geocrinia_laevis";1;NA;1;NA;0;1;0;110
"687";"Geocrinia_leai";1;NA;1;NA;0;1;0;74
"688";"Gephyromantis_ambohitra";1;NA;NA;1;1;0;0;NA
"689";"Gephyromantis_asper";1;NA;NA;1;1;0;0;NA
"690";"Gephyromantis_azzurrae";NA;NA;NA;1;0;1;0;NA
"691";"Gephyromantis_blanci";1;NA;NA;NA;1;0;0;NA
"692";"Gephyromantis_boulengeri";1;NA;NA;1;1;0;0;NA
"693";"Gephyromantis_cornutus";1;NA;NA;1;NA;NA;NA;NA
"694";"Gephyromantis_corvus";1;NA;NA;NA;0;1;0;NA
"695";"Gephyromantis_decaryi";1;NA;NA;1;1;0;0;NA
"696";"Gephyromantis_eiselti";1;NA;NA;1;1;0;0;4
"697";"Gephyromantis_enki";1;NA;NA;NA;1;0;0;NA
"698";"Gephyromantis_granulatus";1;NA;NA;1;NA;NA;NA;NA
"699";"Gephyromantis_horridus";1;NA;NA;1;1;0;0;80
"700";"Gephyromantis_klemmeri";1;NA;NA;NA;1;0;0;NA
"701";"Gephyromantis_leucocephalus";1;NA;NA;1;1;0;0;NA
"702";"Gephyromantis_leucomaculatus";NA;NA;NA;1;1;0;0;NA
"703";"Gephyromantis_luteus";1;NA;NA;1;1;0;0;NA
"704";"Gephyromantis_malagasius";1;NA;NA;NA;1;0;0;232
"705";"Gephyromantis_moseri";1;NA;NA;1;NA;NA;NA;NA
"706";"Gephyromantis_plicifer";1;NA;NA;1;1;0;0;NA
"707";"Gephyromantis_pseudoasper";1;NA;NA;1;0;1;0;12
"708";"Gephyromantis_redimitus";1;NA;NA;1;NA;NA;NA;NA
"709";"Gephyromantis_rivicola";1;NA;NA;NA;NA;NA;NA;NA
"710";"Gephyromantis_runewsweeki";1;NA;NA;1;1;0;0;NA
"711";"Gephyromantis_salegy";NA;NA;NA;1;1;0;0;NA
"712";"Gephyromantis_schilfi";1;NA;NA;1;1;0;0;NA
"713";"Gephyromantis_sculpturatus";1;NA;NA;1;1;0;0;NA
"714";"Gephyromantis_silvanus";1;1;NA;NA;NA;NA;NA;NA
"715";"Gephyromantis_spiniferus";1;NA;NA;NA;1;0;0;NA
"716";"Gephyromantis_striatus";1;NA;NA;1;NA;NA;NA;NA
"717";"Gephyromantis_tandroka";1;NA;NA;1;NA;NA;NA;NA
"718";"Gephyromantis_thelenae";1;NA;NA;1;1;0;0;NA
"719";"Gephyromantis_tschenki";NA;NA;NA;1;NA;NA;NA;NA
"720";"Gephyromantis_ventrimaculatus";1;NA;NA;NA;1;0;0;NA
"721";"Gephyromantis_webbi";1;NA;NA;NA;0;1;0;7
"722";"Gephyromantis_zavona";NA;NA;NA;1;NA;NA;NA;NA
"723";"Glandirana_emeljanovi";1;NA;1;NA;0;1;0;1130
"724";"Glandirana_rugosa";1;NA;1;NA;0;1;0;1350
"725";"Glyphoglossus_brooksii";1;NA;1;NA;0;1;0;NA
"726";"Glyphoglossus_flavus";1;1;1;NA;0;1;0;NA
"727";"Glyphoglossus_guttulatus";1;1;1;NA;0;1;0;NA
"728";"Glyphoglossus_molossus";1;1;1;NA;0;1;0;NA
"729";"Glyphoglossus_smithi";1;NA;1;NA;0;1;0;NA
"730";"Glyphoglossus_volzi";1;NA;1;NA;0;1;0;NA
"731";"Guibemantis_albolineatus";NA;NA;NA;1;0;1;0;NA
"732";"Guibemantis_bicalcaratus";NA;NA;NA;1;0;1;0;NA
"733";"Guibemantis_depressiceps";NA;NA;NA;1;0;1;0;120
"734";"Guibemantis_flavobrunneus";NA;NA;NA;1;NA;NA;NA;NA
"735";"Guibemantis_kathrinae";NA;NA;NA;1;0;1;0;NA
"736";"Guibemantis_liber";NA;NA;NA;1;0;1;0;90
"737";"Guibemantis_pulcher";NA;NA;NA;1;0;1;0;NA
"738";"Guibemantis_punctatus";NA;NA;NA;1;0;1;0;NA
"739";"Guibemantis_timidus";NA;NA;NA;1;0;1;0;NA
"740";"Guibemantis_tornieri";NA;NA;NA;1;0;1;0;NA
"741";"Haddadus_binotatus";1;NA;NA;NA;1;0;0;33
"742";"Heleioporus_eyrei";1;1;1;NA;0;1;0;500
"743";"Heleioporus_psammophilus";1;1;1;NA;0;1;0;185
"744";"Hemiphractus_fasciatus";1;NA;1;1;1;0;0;14
"745";"Hemisus_guineensis";NA;1;NA;NA;0;1;0;NA
"746";"Hemisus_marmoratus";NA;1;NA;NA;0;1;0;250
"747";"Heterixalus_alboguttatus";1;NA;1;1;0;1;0;500
"748";"Heterixalus_andrakata";1;NA;1;1;0;1;0;NA
"749";"Heterixalus_betsileo";1;NA;1;1;0;1;0;80
"750";"Heterixalus_boettgeri";1;NA;1;1;0;1;0;NA
"751";"Heterixalus_carbonei";1;NA;1;1;0;1;0;NA
"752";"Heterixalus_luteostriatus";1;NA;1;1;0;1;0;NA
"753";"Heterixalus_madagascariensis";1;NA;1;1;0;1;0;NA
"754";"Heterixalus_punctatus";1;NA;1;1;0;1;0;NA
"755";"Heterixalus_rutenbergi";1;NA;1;1;0;1;0;NA
"756";"Heterixalus_tricolor";1;NA;1;1;0;1;0;NA
"757";"Heterixalus_variabilis";1;NA;1;1;0;1;0;NA
"758";"Hildebrandtia_ornata";1;1;1;NA;0;1;0;1336
"759";"Hoplobatrachus_crassus";1;1;1;NA;0;1;0;NA
"760";"Hoplobatrachus_occipitalis";1;NA;1;NA;0;1;0;1600
"761";"Hoplobatrachus_rugulosus";1;NA;1;1;0;1;0;2000
"762";"Hoplobatrachus_tigerinus";1;NA;1;1;0;1;0;5750
"763";"Huia_cavitympanum";1;NA;1;NA;0;1;0;NA
"764";"Hyalinobatrachium_colymbiphyllum";1;NA;1;1;0;1;0;180
"765";"Hyalinobatrachium_orientale";1;NA;NA;1;0;1;0;NA
"766";"Hyalinobatrachium_valerioi";1;NA;1;1;0;1;0;55
"767";"Hydrophylax_gracilis";1;NA;1;1;0;1;0;NA
"768";"Hydrophylax_leptoglossa";1;NA;1;NA;0;1;0;NA
"769";"Hydrophylax_malabaricus";1;NA;1;NA;0;1;0;NA
"770";"Hyla_arborea";1;NA;NA;1;0;1;0;2000
"771";"Hyla_chinensis";NA;NA;1;1;0;1;0;459
"772";"Hyla_hallowellii";NA;NA;1;1;0;1;0;NA
"773";"Hyla_intermedia";1;NA;NA;1;0;1;0;1400
"774";"Hyla_sarda";1;NA;1;1;0;1;0;1000
"775";"Hyla_savignyi";NA;NA;1;1;0;1;0;1000
"776";"Hyla_simplex";1;NA;NA;1;0;1;0;NA
